action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,inactive,13183988,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(NC(=O)NNC(=O)c2cc3ccccc3cc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1344321,,CHEMBL1344321,,0,http://www.openphacts.org/units/Nanomolar,1246929,>,7,1,>,,IC50,nM,,94086.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.086
,inactive,13183989,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC(=O)c1ccc(NC(=O)CN2C(=O)/C(=C/C(C)=C/c3ccccc3)SC2=S)cc1,,,CHEMBL1201862,,,,CHEMBL1407282,,CHEMBL1407282,,0,http://www.openphacts.org/units/Nanomolar,1035392,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183990,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NN=C(S)NC1CCCCC1)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1311796,,CHEMBL1311796,,0,http://www.openphacts.org/units/Nanomolar,1135377,>,7,1,>,,IC50,nM,,94082.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.082
,inactive,13183991,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)NNC(=O)c2ccccc2O)oc2ccccc12,,,CHEMBL1201862,,,,CHEMBL2136441,,CHEMBL2136441,,0,http://www.openphacts.org/units/Nanomolar,1723923,>,7,1,>,,IC50,nM,,94012.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.012
,inactive,13183992,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CC(CCc1ccccc1)OC1OC(CO)C(O)C(O)C1O,,,CHEMBL1201862,,,,CHEMBL1407474,,CHEMBL1407474,,0,http://www.openphacts.org/units/Nanomolar,1140954,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183993,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)[nH]n1,,,CHEMBL1201862,,,,CHEMBL3198823,,CHEMBL3198823,,0,http://www.openphacts.org/units/Nanomolar,1145959,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183994,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(N2C(=O)/C(=C\NNC(=O)C3COc4ccccc4O3)c3ccccc3C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1502397,,CHEMBL1502397,,0,http://www.openphacts.org/units/Nanomolar,1040984,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183995,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,C=CCn1c(O)c(N=NC(=O)CNC(=O)/C=C/c2ccco2)c2ccccc21,,,CHEMBL1201862,,,,CHEMBL1424208,,CHEMBL1424208,,0,http://www.openphacts.org/units/Nanomolar,999946,>,7,1,>,,IC50,nM,,94089.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.089
,inactive,13183996,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(=S)S/C1=C\C=C\c1ccc([N+](=O)[O-])o1,,,CHEMBL1201862,,,,CHEMBL69612,,CHEMBL69612,,0,http://www.openphacts.org/units/Nanomolar,1125734,>,7,1,>,,IC50,nM,,94096.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.096
,inactive,13183997,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Nc1c(C(=O)NCC2CCCO2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C\c1ccco1,,,CHEMBL1201862,,,,CHEMBL1594376,,CHEMBL1594376,,0,http://www.openphacts.org/units/Nanomolar,1863690,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183998,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C(=Cc2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)SC(=S)N1CCS(=O)(=O)O,,,CHEMBL1201862,,,,CHEMBL2136879,,CHEMBL2136879,,0,http://www.openphacts.org/units/Nanomolar,1724985,>,7,1,>,,IC50,nM,,94172.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.172
,inactive,13183999,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Oc1c(Br)cc(Br)cc1/C=N/NC(=S)N[C@H]1CC2C=CC1C2,,,CHEMBL1201862,,,,CHEMBL3195767,,CHEMBL3195767,,0,http://www.openphacts.org/units/Nanomolar,1156122,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13184000,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1C(=O)NNC(=O)c1ccc2ccccc2c1O,,,CHEMBL1201862,,,,CHEMBL2137175,,CHEMBL2137175,,0,http://www.openphacts.org/units/Nanomolar,1708957,>,7,1,>,,IC50,nM,,94191.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.191
,inactive,13184001,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc(Cl)cc(/C=N/NC(=S)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1O,,,CHEMBL1201862,,,,CHEMBL1994988,,CHEMBL1994988,,0,http://www.openphacts.org/units/Nanomolar,1863689,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13184002,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Cn1/c(=N/C(=O)c2cc(-c3cccs3)nc3ccccc23)sc2cc(S(N)(=O)=O)ccc21,,,CHEMBL1201862,,,,CHEMBL1996360,,CHEMBL1996360,,0,http://www.openphacts.org/units/Nanomolar,1039169,>,7,1,>,,IC50,nM,,94101.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.101
,inactive,13184003,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(=O)NNC(=S)NC(=O)c1cccnc1,,,CHEMBL1201862,,,,CHEMBL1486204,,CHEMBL1486204,,0,http://www.openphacts.org/units/Nanomolar,1034319,>,7,1,>,,IC50,nM,,94097.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.097
,inactive,13184004,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CSc1nc2ccccc2s1)N/N=C/c1cc([N+](=O)[O-])ccc1O,,,CHEMBL1201862,,,,CHEMBL3197991,,CHEMBL3197991,,0,http://www.openphacts.org/units/Nanomolar,1142230,>,7,1,>,,IC50,nM,,94089.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.089
,inactive,13184005,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,NNC(=O)c1[nH]cnc1C(=O)Nc1ccccn1,,,CHEMBL1201862,,,,CHEMBL1312820,,CHEMBL1312820,,0,http://www.openphacts.org/units/Nanomolar,1117197,>,7,1,>,,IC50,nM,,94219.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.219
,inactive,13184006,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(=O)Nc2nnc(CC(=O)N/N=C/c3ccc(O)cc3O)s2)cc1,,,CHEMBL1201862,,,,CHEMBL3198930,,CHEMBL3198930,,0,http://www.openphacts.org/units/Nanomolar,1212177,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13184007,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C(=O)N/N=C/c2cc(Br)cc([N+](=O)[O-])c2O)c2ccccc2n1,,,CHEMBL1201862,,,,CHEMBL3190468,,CHEMBL3190468,,0,http://www.openphacts.org/units/Nanomolar,1032256,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13184008,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccccc1/C=N/NC(=O)c1cc(-c2ccco2)nc2ccccc12,,,CHEMBL1201862,,,,CHEMBL599013,,CHEMBL599013,,0,http://www.openphacts.org/units/Nanomolar,1141034,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13184009,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,C/C(=N\NC(=O)c1c(C)nc2ccccn12)c1ccc(O)cc1O,,,CHEMBL1201862,,,,CHEMBL3192855,,CHEMBL3192855,,0,http://www.openphacts.org/units/Nanomolar,1223334,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13184010,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC1=NN(C(=O)c2ccccc2)C(O)(c2ccc(Br)cc2)C1,,,CHEMBL1201862,,,,CHEMBL1486457,,CHEMBL1486457,,0,http://www.openphacts.org/units/Nanomolar,1144088,>,7,1,>,,IC50,nM,,94153.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.153
,inactive,13184011,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-c2nc3cc(C(=O)NCCCn4ccnc4)ccc3c(O)c2O)cc1,,,CHEMBL1201862,,,,CHEMBL1463926,,CHEMBL1463926,,0,http://www.openphacts.org/units/Nanomolar,1151985,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13184012,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COCCn1/c(=N/C(=O)c2cc(-c3cccs3)nc3ccccc23)sc2cc(S(N)(=O)=O)ccc21,,,CHEMBL1201862,,,,CHEMBL3195985,,CHEMBL3195985,,0,http://www.openphacts.org/units/Nanomolar,1038442,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13184013,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(NC(=O)NNC(=O)c2cc3ccccc3cc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1463851,,CHEMBL1463851,,0,http://www.openphacts.org/units/Nanomolar,1250043,>,7,1,>,,IC50,nM,,94098.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.098
,inactive,13184014,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2oc(-c3ccco3)c(-c3ccco3)c12,,,CHEMBL1201862,,,,CHEMBL1334484,,CHEMBL1334484,,0,http://www.openphacts.org/units/Nanomolar,1280886,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13184015,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(=O)N(CCc2ccccc2)C(=O)/C1=C/NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1581048,,CHEMBL1581048,,0,http://www.openphacts.org/units/Nanomolar,1152135,>,7,1,>,,IC50,nM,,94027.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.027
,inactive,13184016,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC1CCN(S(=O)(=O)c2ccc(NC(=O)Cn3nnc(-c4ccccc4F)n3)cc2)CC1,,,CHEMBL1201862,,,,CHEMBL1335838,,CHEMBL1335838,,0,http://www.openphacts.org/units/Nanomolar,1293020,>,7,1,>,,IC50,nM,,94072.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.072
,inactive,13184017,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=Nc1nc(O)c(/C=C(\O)c2ccccc2)nc1NO,,,CHEMBL1201862,,,,CHEMBL1442460,,CHEMBL1442460,,0,http://www.openphacts.org/units/Nanomolar,1213354,>,7,1,>,,IC50,nM,,94210.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.21
,inactive,13184018,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1C(=O)Nc1cccc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)c1,,,CHEMBL1201862,,,,CHEMBL1904459,,CHEMBL1904459,,0,http://www.openphacts.org/units/Nanomolar,1532663,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13184019,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)NNC(=O)c2ccccc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1403216,,CHEMBL1403216,,0,http://www.openphacts.org/units/Nanomolar,1264786,>,7,1,>,,IC50,nM,,94104.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.104
,inactive,13184020,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C(=O)NNC(=O)c2ccc3ccccc3c2O)c1,,,CHEMBL1201862,,,,CHEMBL240329,,CHEMBL240329,,0,http://www.openphacts.org/units/Nanomolar,1197397,>,7,1,>,,IC50,nM,,94105.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.105
,inactive,13184021,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(/C=C2/SC(=S)N(CC(=O)NNC(=O)c3ccccc3O)C2=O)c1,,,CHEMBL1201862,,,,CHEMBL1385451,,CHEMBL1385451,,0,http://www.openphacts.org/units/Nanomolar,1224846,>,7,1,>,,IC50,nM,,94102.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.102
,inactive,13184022,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=O)c1ccccc1O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,,,CHEMBL1201862,,,,CHEMBL1447307,,CHEMBL1447307,,0,http://www.openphacts.org/units/Nanomolar,1263258,>,7,1,>,,IC50,nM,,94085.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.085
,inactive,13184023,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C(=NCCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,,,CHEMBL1201862,,,,CHEMBL1736254,,CHEMBL1736254,,0,http://www.openphacts.org/units/Nanomolar,1388968,>,7,1,>,,IC50,nM,,94153.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.153
,inactive,13184024,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Br)cc(/C=N/NC(=O)c2ccc3c(c2)OCO3)c1O,,,CHEMBL1201862,,,,CHEMBL3192194,,CHEMBL3192194,,0,http://www.openphacts.org/units/Nanomolar,1199641,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13184025,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CCCCCC(=O)NC(=S)NC1C2CC3CC(C2)CC1C3,,,CHEMBL1201862,,,,CHEMBL1305787,,CHEMBL1305787,,0,http://www.openphacts.org/units/Nanomolar,1145167,>,7,1,>,,IC50,nM,,94134.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.134
,inactive,13184026,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1oc2ccccc2c2oc3cc(O)c(O)cc3c12,,,CHEMBL1201862,,,,CHEMBL1376200,,CHEMBL1376200,,0,http://www.openphacts.org/units/Nanomolar,1125975,>,7,1,>,,IC50,nM,,94181.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.181
